customer_id,event_type,product_view_at,add_to_cart_at,checkout_at,purchase_at,Order Date,Expected Delivery Date,signup_date,sales_rep,acquisition,country,List Price,Discount,Final Price
CUST_10067,Product_View,2025-06-01 06:00:00,,,,,,2025-05-31,Alice,Email,India,,,
CUST_10068,Checkout,2025-03-23 20:00:00,2025-03-24 03:00:00,2025-03-24 12:00:00,,,,2025-03-23,Daniel,Paid Ads,India,,,
CUST_10069,Purchase,2025-03-25 12:00:00,2025-03-26 00:00:00,2025-03-26 07:00:00,2025-03-26 09:00:00,2025-03-26 09:00:00,2025-04-01 09:00:00,2025-03-25,Carol,Organic,USA,203,0.14,174.58
CUST_10070,Purchase,2025-01-15 11:00:00,2025-01-15 16:00:00,2025-01-15 23:00:00,2025-01-16 01:00:00,2025-01-16 01:00:00,2025-01-22 01:00:00,2025-01-13,Brian,Email,Germany,345,0.07,320.85
CUST_10071,Checkout,2025-10-12 12:00:00,2025-10-13 12:00:00,2025-10-13 21:00:00,,,,2025-10-12,Eunice,Email,Germany,,,
CUST_10072,Product_View,2025-02-16 00:00:00,,,,,,2025-02-15,Daniel,Email,Germany,,,
CUST_10073,Purchase,2025-06-05 14:00:00,2025-06-06 10:00:00,2025-06-06 21:00:00,2025-06-07 00:00:00,2025-06-07 00:00:00,2025-06-14 00:00:00,2025-06-04,Daniel,Referral,Germany,245,0.3,171.5
CUST_10074,Checkout,2025-12-22 15:00:00,2025-12-23 04:00:00,2025-12-23 09:00:00,,,,2025-12-20,Eunice,Paid Ads,Kenya,,,
CUST_10075,Add_to_Cart,2025-04-30 20:00:00,2025-05-01 16:00:00,,,,,2025-04-30,Carol,Social,UK,,,
CUST_10076,Product_View,2025-09-26 13:00:00,,,,,,2025-09-26,Eunice,Paid Ads,USA,,,
CUST_10077,Add_to_Cart,2025-07-22 02:00:00,2025-07-23 00:00:00,,,,,2025-07-22,Eunice,Referral,Germany,,,
CUST_10078,Product_View,2025-11-13 16:00:00,,,,,,2025-11-13,Alice,Referral,Germany,,,
CUST_10079,Add_to_Cart,2025-04-30 01:00:00,2025-04-30 15:00:00,,,,,2025-04-29,Eunice,Organic,Kenya,,,
CUST_10080,Product_View,2025-04-25 00:00:00,,,,,,2025-04-24,Brian,Referral,UK,,,
CUST_10081,Add_to_Cart,2025-01-12 18:00:00,2025-01-13 14:00:00,,,,,2025-01-12,Alice,Referral,Kenya,,,
CUST_10082,Product_View,2025-05-19 18:00:00,,,,,,2025-05-18,Carol,Paid Ads,UK,,,
CUST_10083,Add_to_Cart,2025-04-26 11:00:00,2025-04-26 19:00:00,,,,,2025-04-24,Carol,Referral,Germany,,,
CUST_10084,Add_to_Cart,2025-06-03 01:00:00,2025-06-04 01:00:00,,,,,2025-06-03,Alice,Paid Ads,USA,,,
CUST_10085,Add_to_Cart,2025-12-20 22:00:00,2025-12-21 09:00:00,,,,,2025-12-20,Eunice,Email,UK,,,
CUST_10086,Add_to_Cart,2025-06-28 16:00:00,2025-06-29 12:00:00,,,,,2025-06-28,Carol,Social,India,,,
CUST_10087,Purchase,2025-05-27 00:00:00,2025-05-27 01:00:00,2025-05-27 11:00:00,2025-05-27 15:00:00,2025-05-27 15:00:00,2025-05-30 15:00:00,2025-05-24,Brian,Email,USA,57,0.01,56.43
CUST_10088,Purchase,2025-03-23 20:00:00,2025-03-24 18:00:00,2025-03-25 04:00:00,2025-03-25 08:00:00,2025-03-25 08:00:00,2025-03-28 08:00:00,2025-03-22,Carol,Email,USA,392,0.12,344.96
CUST_10089,Purchase,2025-09-16 21:00:00,2025-09-17 10:00:00,2025-09-17 14:00:00,2025-09-17 19:00:00,2025-09-17 19:00:00,2025-09-24 19:00:00,2025-09-15,Eunice,Email,Kenya,403,0.08,370.76
CUST_10090,Checkout,2025-01-16 15:00:00,2025-01-16 21:00:00,2025-01-17 04:00:00,,,,2025-01-14,Eunice,Social,USA,,,
CUST_10091,Checkout,2025-08-20 20:00:00,2025-08-21 06:00:00,2025-08-21 09:00:00,,,,2025-08-18,Alice,Paid Ads,Kenya,,,
CUST_10092,Purchase,2025-10-01 15:00:00,2025-10-01 21:00:00,2025-10-02 02:00:00,2025-10-02 04:00:00,2025-10-02 04:00:00,2025-10-07 04:00:00,2025-09-29,Eunice,Social,India,310,0.03,300.7
CUST_10093,Add_to_Cart,2025-09-25 20:00:00,2025-09-25 22:00:00,,,,,2025-09-24,Daniel,Social,UK,,,
CUST_10094,Checkout,2025-02-15 18:00:00,2025-02-16 14:00:00,2025-02-17 02:00:00,,,,2025-02-13,Eunice,Referral,UK,,,
CUST_10095,Add_to_Cart,2025-03-25 06:00:00,2025-03-25 22:00:00,,,,,2025-03-24,Carol,Paid Ads,Germany,,,
CUST_10096,Add_to_Cart,2025-12-27 15:00:00,2025-12-28 15:00:00,,,,,2025-12-27,Brian,Social,Kenya,,,
CUST_10097,Add_to_Cart,2025-02-15 09:00:00,2025-02-16 08:00:00,,,,,2025-02-13,Brian,Paid Ads,Germany,,,
CUST_10098,Product_View,2025-03-17 19:00:00,,,,,,2025-03-16,Carol,Referral,UK,,,
CUST_10099,Purchase,2025-04-15 14:00:00,2025-04-16 07:00:00,2025-04-16 13:00:00,2025-04-16 19:00:00,2025-04-16 19:00:00,2025-04-19 19:00:00,2025-04-15,Daniel,Email,Kenya,477,0.23,367.29
CUST_10100,Add_to_Cart,2025-11-30 23:00:00,2025-12-01 11:00:00,,,,,2025-11-28,Daniel,Referral,UK,,,
CUST_10101,Product_View,2025-08-08 22:00:00,,,,,,2025-08-08,Brian,Paid Ads,USA,,,
CUST_10102,Product_View,2025-12-06 02:00:00,,,,,,2025-12-06,Eunice,Social,Germany,,,
CUST_10103,Add_to_Cart,2025-02-24 05:00:00,2025-02-24 14:00:00,,,,,2025-02-23,Eunice,Organic,Germany,,,
CUST_10104,Purchase,2025-03-13 14:00:00,2025-03-13 19:00:00,2025-03-13 22:00:00,2025-03-14 04:00:00,2025-03-14 04:00:00,2025-03-17 04:00:00,2025-03-13,Brian,Organic,Germany,231,0.23,177.87
CUST_10105,Add_to_Cart,2025-06-18 20:00:00,2025-06-19 05:00:00,,,,,2025-06-16,Brian,Email,Kenya,,,
CUST_10106,Purchase,2025-08-20 06:00:00,2025-08-21 05:00:00,2025-08-21 13:00:00,2025-08-21 18:00:00,2025-08-21 18:00:00,2025-08-27 18:00:00,2025-08-18,Daniel,Organic,USA,272,0.18,223.04
CUST_10107,Checkout,2025-12-03 04:00:00,2025-12-03 08:00:00,2025-12-03 16:00:00,,,,2025-12-03,Brian,Referral,USA,,,
CUST_10108,Purchase,2025-04-30 07:00:00,2025-04-30 21:00:00,2025-05-01 03:00:00,2025-05-01 04:00:00,2025-05-01 04:00:00,2025-05-08 04:00:00,2025-04-29,Daniel,Social,Kenya,420,0.03,407.4
CUST_10109,Purchase,2025-11-19 08:00:00,2025-11-19 17:00:00,2025-11-20 00:00:00,2025-11-20 04:00:00,2025-11-20 04:00:00,2025-11-27 04:00:00,2025-11-18,Eunice,Email,USA,331,0.12,291.28
CUST_10110,Purchase,2025-04-11 10:00:00,2025-04-12 05:00:00,2025-04-12 08:00:00,2025-04-12 13:00:00,2025-04-12 13:00:00,2025-04-18 13:00:00,2025-04-10,Eunice,Referral,UK,452,0.13,393.24
CUST_10111,Purchase,2025-01-16 06:00:00,2025-01-17 01:00:00,2025-01-17 07:00:00,2025-01-17 10:00:00,2025-01-17 10:00:00,2025-01-22 10:00:00,2025-01-15,Carol,Social,India,243,0.03,235.71
CUST_10112,Product_View,2025-07-08 19:00:00,,,,,,2025-07-07,Eunice,Referral,Kenya,,,
CUST_10113,Add_to_Cart,2025-09-24 11:00:00,2025-09-25 02:00:00,,,,,2025-09-24,Daniel,Email,USA,,,
CUST_10114,Product_View,2025-03-30 14:00:00,,,,,,2025-03-30,Daniel,Referral,Kenya,,,
CUST_10115,Checkout,2025-05-29 11:00:00,2025-05-29 13:00:00,2025-05-29 18:00:00,,,,2025-05-28,Daniel,Paid Ads,UK,,,
CUST_10116,Checkout,2025-05-11 04:00:00,2025-05-11 10:00:00,2025-05-11 13:00:00,,,,2025-05-09,Carol,Email,Kenya,,,
CUST_10117,Product_View,2025-07-08 03:00:00,,,,,,2025-07-07,Daniel,Paid Ads,Kenya,,,
CUST_10118,Purchase,2025-01-06 03:00:00,2025-01-06 12:00:00,2025-01-06 13:00:00,2025-01-06 16:00:00,2025-01-06 16:00:00,2025-01-09 16:00:00,2025-01-04,Brian,Social,USA,209,0.21,165.11
CUST_10119,Purchase,2025-01-14 06:00:00,2025-01-14 13:00:00,2025-01-15 00:00:00,2025-01-15 04:00:00,2025-01-15 04:00:00,2025-01-18 04:00:00,2025-01-14,Eunice,Paid Ads,USA,425,0.07,395.25
CUST_10120,Checkout,2025-10-03 12:00:00,2025-10-03 16:00:00,2025-10-03 20:00:00,,,,2025-10-01,Carol,Social,Kenya,,,
CUST_10121,Add_to_Cart,2025-05-09 02:00:00,2025-05-10 02:00:00,,,,,2025-05-07,Eunice,Paid Ads,Germany,,,
CUST_10122,Add_to_Cart,2025-11-23 14:00:00,2025-11-23 21:00:00,,,,,2025-11-21,Daniel,Email,UK,,,
CUST_10123,Product_View,2025-05-26 16:00:00,,,,,,2025-05-25,Carol,Paid Ads,Kenya,,,
CUST_10124,Checkout,2025-06-09 16:00:00,2025-06-10 00:00:00,2025-06-10 01:00:00,,,,2025-06-08,Brian,Referral,Kenya,,,
CUST_10125,Purchase,2025-08-27 22:00:00,2025-08-28 11:00:00,2025-08-28 20:00:00,2025-08-29 02:00:00,2025-08-29 02:00:00,2025-09-03 02:00:00,2025-08-25,Daniel,Social,Germany,313,0.0,313.0
CUST_10126,Product_View,2025-01-04 14:00:00,,,,,,2025-01-04,Carol,Email,USA,,,
CUST_10127,Add_to_Cart,2025-09-16 20:00:00,2025-09-17 18:00:00,,,,,2025-09-14,Daniel,Social,India,,,
CUST_10128,Purchase,2025-09-22 07:00:00,2025-09-22 22:00:00,2025-09-23 04:00:00,2025-09-23 10:00:00,2025-09-23 10:00:00,2025-09-26 10:00:00,2025-09-22,Carol,Referral,Germany,285,0.23,219.45
CUST_10129,Purchase,2025-12-11 00:00:00,2025-12-11 13:00:00,2025-12-11 20:00:00,2025-12-11 23:00:00,2025-12-11 23:00:00,2025-12-17 23:00:00,2025-12-08,Eunice,Organic,India,380,0.04,364.8
CUST_10130,Checkout,2025-03-02 21:00:00,2025-03-03 14:00:00,2025-03-03 21:00:00,,,,2025-03-02,Alice,Email,Germany,,,
CUST_10131,Checkout,2025-05-09 08:00:00,2025-05-09 15:00:00,2025-05-09 23:00:00,,,,2025-05-09,Daniel,Referral,Kenya,,,
CUST_10132,Product_View,2025-06-05 11:00:00,,,,,,2025-06-05,Brian,Paid Ads,USA,,,
CUST_10133,Add_to_Cart,2025-03-25 10:00:00,2025-03-25 15:00:00,,,,,2025-03-24,Brian,Organic,Kenya,,,
CUST_10134,Purchase,2025-09-16 22:00:00,2025-09-17 05:00:00,2025-09-17 17:00:00,2025-09-17 20:00:00,2025-09-17 20:00:00,2025-09-22 20:00:00,2025-09-15,Alice,Email,USA,401,0.2,320.8
CUST_10135,Product_View,2025-01-19 11:00:00,,,,,,2025-01-18,Alice,Organic,Germany,,,
CUST_10136,Checkout,2025-08-11 19:00:00,2025-08-12 10:00:00,2025-08-12 22:00:00,,,,2025-08-09,Brian,Social,India,,,
CUST_10137,Product_View,2025-11-04 03:00:00,,,,,,2025-11-03,Brian,Paid Ads,Kenya,,,
CUST_10138,Add_to_Cart,2025-07-24 13:00:00,2025-07-25 03:00:00,,,,,2025-07-24,Brian,Referral,UK,,,
CUST_10139,Add_to_Cart,2025-07-01 13:00:00,2025-07-02 03:00:00,,,,,2025-06-30,Eunice,Social,UK,,,
CUST_10140,Purchase,2025-05-25 09:00:00,2025-05-25 16:00:00,2025-05-26 00:00:00,2025-05-26 06:00:00,2025-05-26 06:00:00,2025-06-01 06:00:00,2025-05-25,Brian,Email,Germany,495,0.24,376.2
CUST_10141,Add_to_Cart,2025-07-31 11:00:00,2025-08-01 08:00:00,,,,,2025-07-29,Carol,Paid Ads,India,,,
CUST_10142,Add_to_Cart,2025-10-05 21:00:00,2025-10-06 07:00:00,,,,,2025-10-04,Alice,Paid Ads,India,,,
CUST_10143,Purchase,2025-12-10 16:00:00,2025-12-11 12:00:00,2025-12-11 15:00:00,2025-12-11 20:00:00,2025-12-11 20:00:00,2025-12-16 20:00:00,2025-12-09,Alice,Social,Germany,237,0.22,184.86
CUST_10144,Product_View,2025-09-03 09:00:00,,,,,,2025-09-03,Carol,Organic,Germany,,,
CUST_10145,Add_to_Cart,2025-07-28 21:00:00,2025-07-29 19:00:00,,,,,2025-07-26,Carol,Referral,Germany,,,
CUST_10146,Purchase,2026-01-03 00:00:00,2026-01-03 08:00:00,2026-01-03 17:00:00,2026-01-03 21:00:00,2026-01-03 21:00:00,2026-01-08 21:00:00,2026-01-01,Daniel,Paid Ads,USA,271,0.08,249.32
CUST_10147,Checkout,2025-07-04 10:00:00,2025-07-05 02:00:00,2025-07-05 10:00:00,,,,2025-07-03,Eunice,Paid Ads,UK,,,
CUST_10148,Product_View,2025-12-07 01:00:00,,,,,,2025-12-05,Carol,Email,India,,,
CUST_10149,Add_to_Cart,2025-04-14 04:00:00,2025-04-14 06:00:00,,,,,2025-04-14,Brian,Social,Kenya,,,
CUST_10150,Purchase,2025-06-26 00:00:00,2025-06-26 13:00:00,2025-06-26 18:00:00,2025-06-26 20:00:00,2025-06-26 20:00:00,2025-06-29 20:00:00,2025-06-25,Carol,Social,Kenya,269,0.15,228.65
CUST_10151,Purchase,2025-01-26 12:00:00,2025-01-27 09:00:00,2025-01-27 20:00:00,2025-01-27 22:00:00,2025-01-27 22:00:00,2025-02-02 22:00:00,2025-01-26,Daniel,Email,USA,354,0.14,304.44
CUST_10152,Add_to_Cart,2025-11-19 00:00:00,2025-11-19 14:00:00,,,,,2025-11-17,Brian,Organic,Kenya,,,
CUST_10153,Purchase,2025-08-06 17:00:00,2025-08-06 23:00:00,2025-08-07 08:00:00,2025-08-07 11:00:00,2025-08-07 11:00:00,2025-08-12 11:00:00,2025-08-06,Daniel,Organic,Germany,50,0.16,42.0
CUST_10154,Add_to_Cart,2025-11-26 06:00:00,2025-11-27 04:00:00,,,,,2025-11-24,Daniel,Paid Ads,India,,,
CUST_10155,Purchase,2025-04-13 07:00:00,2025-04-13 15:00:00,2025-04-14 00:00:00,2025-04-14 05:00:00,2025-04-14 05:00:00,2025-04-19 05:00:00,2025-04-11,Alice,Paid Ads,UK,143,0.19,115.83
CUST_10156,Add_to_Cart,2025-04-16 00:00:00,2025-04-16 13:00:00,,,,,2025-04-15,Eunice,Referral,UK,,,
CUST_10157,Purchase,2025-09-13 01:00:00,2025-09-13 10:00:00,2025-09-13 14:00:00,2025-09-13 18:00:00,2025-09-13 18:00:00,2025-09-17 18:00:00,2025-09-13,Eunice,Referral,Germany,102,0.12,89.76
CUST_10158,Checkout,2025-02-25 05:00:00,2025-02-25 16:00:00,2025-02-26 02:00:00,,,,2025-02-23,Carol,Paid Ads,USA,,,
CUST_10159,Product_View,2025-12-04 05:00:00,,,,,,2025-12-02,Alice,Social,UK,,,
CUST_10160,Checkout,2025-03-11 17:00:00,2025-03-12 08:00:00,2025-03-12 15:00:00,,,,2025-03-09,Carol,Organic,UK,,,
CUST_10161,Purchase,2025-03-04 15:00:00,2025-03-05 06:00:00,2025-03-05 09:00:00,2025-03-05 11:00:00,2025-03-05 11:00:00,2025-03-11 11:00:00,2025-03-02,Eunice,Paid Ads,UK,309,0.26,228.66
CUST_10162,Add_to_Cart,2025-05-13 23:00:00,2025-05-14 09:00:00,,,,,2025-05-11,Carol,Paid Ads,UK,,,
CUST_10163,Checkout,2025-05-08 03:00:00,2025-05-08 16:00:00,2025-05-08 23:00:00,,,,2025-05-06,Alice,Organic,Germany,,,
CUST_10164,Add_to_Cart,2025-07-05 20:00:00,2025-07-06 00:00:00,,,,,2025-07-04,Alice,Referral,USA,,,
CUST_10165,Product_View,2025-11-27 15:00:00,,,,,,2025-11-27,Brian,Email,India,,,
CUST_10166,Product_View,2025-11-02 18:00:00,,,,,,2025-10-31,Carol,Paid Ads,India,,,
